"product_id","short_description","full_description","meta_title","meta_keywords","full_image_description","full_text_description"
3622,"치즈 크래커의 맛과 가성비가 뛰어납니다. 짭짤하고 담백한 맛이 일품이며, 크래커와 치즈 필링의 조화가 좋습니다. 양도 많고 가격도 저렴해 자주 구매하는 인기 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071072111_0_be15f7b4.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071072111_1_76618b04.jpg""]",
3623,"다이제는 고소하고 담백한 맛으로 인기가 높습니다. 바삭한 식감과 달지 않은 맛이 특징이며, 개별 포장되어 간식으로 편리합니다. 커피나 우유와 함께 즐기기 좋습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/127437592_0_3bf798a8.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/127437592_1_086102fe.jpg""]",
3624,"행사가로 저렴하게 구매한 칠곡쿠키는 고소하고 담백한 맛이 특징입니다. 오곡쿠키의 새로운 버전으로, 맛있게 즐길 수 있는 간식입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071228873_0_e0ef7ac0.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071228873_1_4bfcd924.jpg""]",
3625,"빠다코코넛은 달콤하고 바삭한 맛으로 인기가 높습니다. 특히 코코넛 칩이 들어있어 식감이 좋고, 자극적이지 않아 간식으로 적합합니다. 또한 오랜 시간 사랑받는 추억의 과자로, 커피와 함께 즐기기에도 좋습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/126114175_0_16c9eade.jpg""]",
3626,"고소하고 달콤한 맛으로 인기 있는 간식입니다. 바삭한 식감과 소포장이 특히 좋고, 가격 대비 만족도가 높습니다. 자주 구매하는 단골 상품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/137194471_0_d244d830.jpg""]",
3627,"맛있고 휴대하기 편한 제품으로, 저렴한 가격에 구매할 수 있어 인기가 높습니다. 특히 여러 명이 나눠 먹기 좋고 빠른 배송도 장점입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071216069_0_3b21f2e4.jpg""]",
3628,"쿠쉬쿠쉬는 바삭하고 달콤한 맛으로 인기가 높습니다. 고소하면서도 담백한 맛이 특징이며, 개별 포장되어 있어 편리합니다. 특히 아이들이 좋아하는 간식으로, 많은 고객이 재구매하고 있습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/137194511_0_9ac6f878.jpg""]",
3629,"고소하고 맛있는 제품으로, 커피와 함께 즐기기에 특히 좋습니다. 자주 구매하는 인기 상품이며, 세일 때 구매하면 더욱 좋습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071216081_0_bbffea81.jpg""]",
3630,"리츠 크래커 어니언 맛이 가장 인기 있습니다. 고소하고 짭짤한 맛이 특징이며, 아이들도 좋아합니다. 가성비가 좋고 품질도 우수합니다.",,,,"",
3631,"아이들이 매우 좋아하는 맛있는 과자로, 어른들에게도 추억의 맛을 선사합니다. 스티커도 포함되어 있어 더욱 즐겁게 즐길 수 있습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/105721621_0_0e4cb374.jpg""]",**달지 않은 초코비가 입안에서 사르르~** TV속 인기캐릭터 짱구가 먹는 초코과자로 이미 많은 사랑을 받고 있는 과자입니다. 유통기한 및 제조년월 : 점포에서 배송되는 상품으로 점포별로 상이함.
3632,"감귤향이 독특하고 맛있는 허쉬 와플입니다. 바삭하고 달콤한 맛으로 커피와 잘 어울리며, 간식으로 안성맞춤입니다. 가성비가 좋아 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071070314_0_b86170e0.jpg""]",
3633,"허쉬 솔티드 카라멜 와플은 단짠의 조화가 뛰어난 간식입니다. 바삭하고 달콤한 맛이 특징이며, 특히 커피와 잘 어울립니다. 카라멜 향과 고급스러운 맛으로 인기가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070230669_0_74d93da8.jpg""]",
3634,"마가렛트는 부드럽고 맛있는 과자로, 고객들에게 큰 사랑을 받고 있습니다. 특히 버터향이 강하고 입안에서 녹는 식감이 일품이며, 커피나 우유와 함께 즐기기에 좋습니다. 또한 가성비가 뛰어나고 할인 행사도 자주 있어 경제적으로 구매할 수 있어 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/105333848_0_eead6b0b.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/105333848_1_94523756.jpg""]",
3637,"버터링 딥레드벨벳 쿠키는 맛있고 인기 있는 제품입니다. 특히 달콤하고 부드러운 맛이 일품이며, 개별 포장되어 편리합니다. 또한 행사 시 저렴하게 구매할 수 있어 가성비가 좋습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070844703_0_d4249013.jpg""]",
3638,"바삭하고 부드러운 과자로 맛이 뛰어납니다. 달콤하고 고소한 맛이 특징이며, 커피와 잘 어울립니다. 인기가 많아 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069297026_0_40442f07.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069297026_1_8023b63b.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069297026_2_53fa4468.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069297026_3_492eac4a.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069297026_4_0ba8ea19.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069297026_5_f147ef87.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069297026_6_645ba86c.jpg""]",
3639,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071186086_0_dddc77c8.jpg""]",
3640,"사브레는 바삭하고 달콤한 맛이 일품입니다. 고소하면서도 독특한 단맛이 특징이며, 커피나 우유와 잘 어울립니다. 소포장되어 있어 먹기 편하고, 품질도 우수합니다. 오랜 전통의 맛을 그대로 유지하고 있어 많은 사람들이 즐겨 찾습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/149580631_0_aba28c22.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/149580631_1_b09c46de.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/149580631_2_6f23f6f4.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/149580631_3_1f6e5f28.jpg""]",
3641,"가성비가 좋고 맛있는 초코칩 쿠키입니다. 개별 포장되어 편리하고, 양도 넉넉합니다. 바삭하고 달콤한 맛이 특징이며, 간식으로 인기가 많습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070713110_0_4b7b16f7.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070713110_1_76618b04.jpg""]",
3642,버터 맛이 진하고 부드러워 맛있습니다. 신상 과자로 커피와 잘 어울리며 많은 사람들이 좋아합니다.,,,,"",
3643,"다양한 맛과 고소한 치즈향이 특징인 인기 과자입니다. 바삭하고 짭짤한 맛으로 안주나 간식으로 좋으며, 가성비가 뛰어나 자주 구매하는 제품입니다. 행사 때마다 저렴하게 구입할 수 있어 만족도가 높습니다.",,,,"",
3644,"아이비 비스켓은 담백하고 바삭한 맛으로 인기가 높습니다. 특히 카나페나 치즈와 함께 먹기 좋으며, 아이들도 좋아합니다. 또한 소포장되어 있어 간식으로 편리하고, 가성비가 좋아 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/123554096_0_9b772c99.jpg""]",
3645,"바삭하고 짭짜롬한 리츠 크래커는 오랜 시간 사랑받는 맛있는 과자입니다. 치즈나 과일과도 잘 어울리며, 아이들도 좋아하는 제품입니다. 가성비가 좋고 자주 구매하는 상품으로, 할인 행사 시 더욱 저렴하게 구입할 수 있습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/126554771_0_68dd7b1a.jpg""]","전세계가 사랑하는 오리지날 크래커, 담백하고 바삭한 크래커"
3646,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071228366_0_dbb92e2b.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071228366_1_3c234df5.jpg""]",
3647,"로투스 과자는 커피와 잘 어울리며 맛있습니다. 사무실 간식으로 인기가 높고, 당 떨어질 때 먹기 좋습니다. 특히 티푸드로 적합하며, 맛과 가격 면에서 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/000033154_0_bd692077.jpg""]",
3648,"고소하고 바삭한 맛으로 인기 있는 과자입니다. 달콤함과 담백함이 조화롭고, 개별 포장되어 있어 편리합니다. 간식으로 특히 좋으며, 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/130902193_0_61934054.jpg""]",
3649,밀크쿠키 맛이 나며 아메리카노와 잘 어울립니다. 가볍고 바삭한 식감으로 여럿이 나눠 먹기 좋습니다.,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071216034_0_9e2e62d6.jpg""]",
3650,"맛있고 저렴한 크래커로, 여럿이 나눠 먹기 좋습니다. 빠른 배송과 품질에 만족하여 자주 구매하는 상품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071184664_0_dcf6b5f1.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071184664_1_7ea60cbe.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071184664_2_9396358e.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071184664_3_6371a737.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071184664_4_993d1aea.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071184664_5_e2c3f7e4.jpg""]",
3651,"달콤하고 맛있는 제품으로 아이들이 특히 좋아합니다. 신선하고 포동포동한 식감이 일품이며, 품질과 맛이 뛰어납니다. 꼼꼼한 포장과 빠른 배송으로 고객 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/128515890_0_883b15a2.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/128515890_1_cbb021de.jpg""]",
3652,"식감이 좋고 맛있는 크런키 빼빼로는 아이들이 특히 좋아하는 간식입니다. 빼빼로 중에서도 인기가 높으며, 맛과 품질이 우수합니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/144179560_0_2348b99c.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/144179560_1_eb675895.jpg""]",
3665,"바삭하고 달콤한 크레페 과자로, 고소하면서도 부드러운 맛이 일품입니다. 가성비가 좋고 초콜릿 향이 진해 간식으로 인기가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070584555_0_6695ec54.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070584555_1_76618b04.jpg""]",
3666,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/128515596_0_a65599da.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/128515596_1_953123f2.jpg""]",
3653,"맛있고 가성비 좋은 간식으로 인기가 높습니다. 특히 아이들이 좋아하며, 소포장되어 있어 먹기 편합니다. 또한 다양한 종류와 적당한 사이즈로 만족도가 높습니다.",,,,"",BLOCKQUOTE { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } P { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } v\:* { BEHAVIOR: url(#default#VML) } o\:* { BEHAVIOR: url(#default#VML) }.shape { BEHAVIOR: url(#default#VML) } x\:* { POSITION: relative; VISIBILITY: hidden } TD { WORD-BREAK: break-all } BODY { WORD-BREAK: break-all } UL { } OL { } BLOCKQUOTE { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } P { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } v\:* { BEHAVIOR: url(#default#VML) } o\:* { BEHAVIOR: url(#default#VML) }.shape { BEHAVIOR: url(#default#VML) } x\:* { POSITION: relative; VISIBILITY: hidden } TD { WORD-BREAK: break-all } BODY { WORD-BREAK: break-all } UL { } OL { } BLOCKQUOTE { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } P { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } v\:* { BEHAVIOR: url(#default#VML) } o\:* { BEHAVIOR: url(#default#VML) }.shape { BEHAVIOR: url(#default#VML) } x\:* { POSITION: relative; VISIBILITY: hidden } TD { WORD-BREAK: break-all } BODY { WORD-BREAK: break-all } UL { } OL { } BLOCKQUOTE { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } P { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } v\:* { BEHAVIOR: url(#default#VML) } o\:* { BEHAVIOR: url(#default#VML) }.shape { BEHAVIOR: url(#default#VML) } x\:* { POSITION: relative; VISIBILITY: hidden } TD { WORD-BREAK: break-all } BODY { WORD-BREAK: break-all } UL { } OL { } BLOCKQUOTE { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } P { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } v\:* { BEHAVIOR: url(#default#VML) } o\:* { BEHAVIOR: url(#default#VML) }.shape { BEHAVIOR: url(#default#VML) } x\:* { VISIBILITY: hidden; POSITION: relative } TD { WORD-BREAK: break-all } BODY { WORD-BREAK: break-all } UL { } OL { }
3654,"미쯔는 달콤바삭하고 맛있는 과자로, 특히 아이들에게 인기가 많습니다. 간식으로 적당하며 가성비가 좋아 자주 구매하는 제품입니다. 코코아가 들어있어 스트레스 해소에도 도움이 됩니다.",,,,"",BLOCKQUOTE { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } P { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } v\:* { BEHAVIOR: url(#default#VML) } o\:* { BEHAVIOR: url(#default#VML) }.shape { BEHAVIOR: url(#default#VML) } x\:* { POSITION: relative; VISIBILITY: hidden } TD { WORD-BREAK: break-all } BODY { WORD-BREAK: break-all } UL { } OL { } BLOCKQUOTE { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } P { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } v\:* { BEHAVIOR: url(#default#VML) } o\:* { BEHAVIOR: url(#default#VML) }.shape { BEHAVIOR: url(#default#VML) } x\:* { POSITION: relative; VISIBILITY: hidden } TD { WORD-BREAK: break-all } BODY { WORD-BREAK: break-all } UL { } OL { } BLOCKQUOTE { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } P { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } v\:* { BEHAVIOR: url(#default#VML) } o\:* { BEHAVIOR: url(#default#VML) }.shape { BEHAVIOR: url(#default#VML) } x\:* { POSITION: relative; VISIBILITY: hidden } TD { WORD-BREAK: break-all } BODY { WORD-BREAK: break-all } UL { } OL { } BLOCKQUOTE { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } P { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } v\:* { BEHAVIOR: url(#default#VML) } o\:* { BEHAVIOR: url(#default#VML) }.shape { BEHAVIOR: url(#default#VML) } x\:* { VISIBILITY: hidden; POSITION: relative } TD { WORD-BREAK: break-all } BODY { WORD-BREAK: break-all } UL { } OL { }
3655,"포키는 맛있고 인기 있는 간식입니다. 얇고 단단한 식감과 달콤한 맛이 특징이며, 특히 초콜릿 맛이 진해서 좋습니다. 또한 가격도 저렴하고 가성비가 좋아 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/132359509_0_651e1e29.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/132359509_1_b09c46de.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/132359509_2_a9b03a77.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/132359509_3_88b7c512.jpg""]",
3656,"포키 극세는 맛있고 인기 있는 과자입니다. 얇고 달달한 맛이 특징이며, 빼빼로와는 다른 매력이 있습니다. 아이들 간식으로도 좋고, 당 충전용으로도 적합합니다. 많은 사람들이 즐겨 찾는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/122393460_0_c292c46f.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/122393460_1_b09c46de.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/122393460_2_11798ff7.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/122393460_3_88b7c512.jpg""]",
3657,"리츠 크래커는 맛있고 담백한 간식으로 인기가 높습니다. 특히 아이들이 좋아하며, 우유와 함께 먹으면 더욱 맛있습니다. 또한 빠른 배송과 좋은 품질로 고객 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/062463238_0_10c65a1e.jpg""]",
3658,"홈런볼은 부드럽고 달콤한 맛으로 인기가 높습니다. 특히 초코맛이 사르르 녹아 맛있으며, 얼려 먹으면 더욱 맛있습니다. 또한 저렴한 가격으로 구매할 수 있어 가정에서 필수품으로 자리 잡았습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/104228641_0_4631319b.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/104228641_1_b09c46de.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/104228641_2_1c275367.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/104228641_3_88b7c512.jpg""]",
3659,"달콤하고 맛있는 과자로 아이들이 특히 좋아합니다. 다양한 맛과 간식으로 인기가 높으며, 재구매율도 높은 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/124140768_0_a53e378f.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/124140768_1_b09c46de.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/124140768_2_784ebe47.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/124140768_3_1f6e5f28.jpg""]",
3660,"가격이 합리적이고 맛있는 제품입니다. 특히 사나몬 맛이 좋으며, 과자 죄책감을 덜어주는 장점이 있습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071195340_0_cb3906e2.jpg""]",
3661,"소복소복 소보로는 고소하고 달콤한 맛이 일품입니다. 바삭한 식감과 복잡한 맛으로 질리지 않으며, 특히 커피와 잘 어울립니다. 신선하고 맛있어 만족도가 높습니다.",,,,"",
3662,"맛있고 바삭한 과자로 인기가 높습니다. 특히 초코맛이 좋고 달달하면서도 고소한 맛이 특징입니다. 또한 저렴한 가격과 1+1 행사로 경제적이며, 품질도 우수해 재구매율이 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070666539_0_a704f743.jpg""]",
3663,"맛있고 저렴한 제품으로, 여러 사람이 함께 즐길 수 있습니다. 치즈 맛이 적당하고 짜지 않아 좋으며, 빠른 배송도 만족스럽습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071123081_0_8a71b916.jpg""]",
3664,,,,,"",
3667,"맛있고 바삭한 과자로 간식으로 인기가 높습니다. 소포장이라 먹기 편하고, 신선도가 좋습니다. 할인 행사로 저렴하게 구매할 수 있어 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069684259_0_ac5ee70f.jpg""]",
3668,"포키 패밀리팩은 얇고 바삭한 식감과 달콤한 초콜릿의 조화로 인기가 높습니다. 소포장으로 편리하며, 온 가족이 즐기기에 적합합니다. 아이들이 특히 좋아하는 간식으로, 맛과 품질 면에서 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069689398_0_651e1e29.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069689398_1_b09c46de.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069689398_2_0d10816a.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069689398_3_1f6e5f28.jpg""]",
3669,"미니 사이즈로 간편하고 맛있는 다이제 초코입니다. 개별 포장되어 위생적이며, 한 입 크기로 먹기 편합니다. 달콤하고 바삭한 맛으로 가족들이 모두 좋아하는 간식입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/127437373_0_bf5c1f7f.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/127437373_1_5851e782.jpg""]",
3670,"오트밀과 다크초코의 조화로 고소하고 달달하면서도 과하지 않은 맛이 특징입니다. 낱개 포장되어 보관이 편리하며, 세일 가격으로 구매 가치가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071274771_0_6d9e3988.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071274771_1_fcc2cda7.jpg""]",
3671,"바프 허니버터 팝콘은 달콤하고 맛있는 간식으로 많은 사람들에게 사랑받고 있습니다. 특히 아이들이 좋아하며, 맥주 안주로도 인기가 높습니다. 가격도 합리적이어서 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070431846_0_d1458639.jpg""]",
3672,"맛있고 가성비 좋은 인기 간식입니다. 개별 포장되어 편리하고, 달콤하고 부드러운 맛이 특징이며, 모든 연령대가 즐길 수 있습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070149334_0_fc882764.jpg""]",
3673,"부드럽고 바삭한 크레페 과자는 맛있고 가성비가 뛰어납니다. 초코와 바나나 맛이 조화롭고, 커피나 우유와 함께 즐기면 더욱 맛있습니다. 개별 포장은 아니지만 유통기한이 넉넉하여 자주 구매하는 인기 상품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070584618_0_30d98ebe.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070584618_1_76618b04.jpg""]",
3674,"로투스 비스킷은 맛있고 편리한 간식입니다. 개별 포장되어 있어 먹기 편하고, 특히 커피와 함께 즐기기 좋습니다. 바삭하고 달콤한 맛으로 중독성이 있어 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/000000035_0_bd692077.jpg""]",
3675,"야채크래커는 바삭하고 고소한 맛으로 인기가 높습니다. 소포장되어 편리하며, 커피와 함께 즐기기 좋습니다. 사무실 간식으로도 적합하며 가격 대비 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/126116956_0_a9af4a20.jpg""]",
3676,맛있고 가격이 저렴하여 인기가 높습니다. 특히 세일 때 구매하면 더욱 좋은 가성비를 자랑합니다. 배송도 빠르고 상품 구성도 풍부하여 만족도가 높습니다.,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071274788_0_fd746e26.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071274788_1_fcc2cda7.jpg""]",
3677,"코코라 치즈쿠키는 가성비가 뛰어나고 맛있는 제품입니다. 달콤하고 짭조름한 맛이 특징이며, 치즈와 땅콩 향이 은은하게 느껴집니다. 바삭하고 부드러운 식감으로 커피와 잘 어울리며, 간식으로 인기가 높습니다. 양도 푸짐하고 소포장되어 있어 편리하게 즐길 수 있습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070181064_0_b0838d57.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070181064_1_76618b04.jpg""]",
3678,부드럽고 달콤한 베베 과자는 아이들이 특히 좋아하는 간식입니다. 계란과자보다 맛있고 케이크 시트 맛이 나서 바푸 만들기에도 좋습니다. 가성비가 좋고 추억을 불러일으키는 맛이라 자주 구매하게 됩니다.,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/138346089_0_7d0f511c.jpg""]",
3679,"뽀로로 과자는 부드럽고 맛있어 남녀노소 모두가 즐기는 간식입니다. 특히 아이들이 좋아하며, 플레인 맛이라 안심하고 먹일 수 있습니다. 또한 저렴한 가격으로 구매할 수 있어 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/120780569_0_ae885fc8.jpg""]",BLOCKQUOTE { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } P { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } v\:* { BEHAVIOR: url(#default#VML) } o\:* { BEHAVIOR: url(#default#VML) }.shape { BEHAVIOR: url(#default#VML) } x\:* { POSITION: relative; VISIBILITY: hidden } TD { WORD-BREAK: break-all } BODY { WORD-BREAK: break-all } UL { } OL { }
3680,"아이들이 매우 좋아하는 맛있는 간식입니다. 초코를 찍어 먹는 재미가 있고, 가격도 저렴해 자주 구매하게 됩니다. 특히 할인 행사 때 구매하면 더욱 만족스럽습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/113503691_0_be2dc8e4.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/113503691_1_b09c46de.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/113503691_2_d7728504.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/113503691_3_8a26d0d1.jpg""]",
3681,바삭한 초코칩 쿠키로 개별 포장되어 있어 편리합니다. 코코아 맛이 풍부하고 가격도 저렴해 만족도가 높습니다. 특히 아이들이 좋아하는 제품입니다.,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071216023_0_213575d1.jpg""]",
